Country ID, United States , United Kingdom , Canada , Australia , Germany , Austria , Bahrain , Belgium , Denmark , Finland , France , Greece , Hong Kong , Ireland , Italy , Luxembourg , Malaysia , Mexico , Netherlands , Norway , Oman , Portugal , Saudi Arabia , Singapore , South Africa , Spain , Sweden , Switzerland , Thailand , United Arab Emirates 
Wt Slab (Kg),Rates (INR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"  12,540 ","  9,117 ","  12,540 ","  16,292 ","  8,107 ","  9,117 ","  17,244 ","  8,107 ","  8,788 ","  9,117 ","  8,788 ","  9,117 ","  10,856 ","  9,117 ","  8,788 ","  8,107 ","  10,856 ","  12,540 ","  8,107 ","  9,117 ","  15,028 ","  9,117 ","  21,394 ","  10,856 ","  21,001 ","  9,117 ","  9,117 ","  8,788 ","  10,856 ","  10,315 "
21.5,"  13,137 ","  9,551 ","  13,137 ","  17,068 ","  8,493 ","  9,551 ","  18,065 ","  8,493 ","  9,207 ","  9,551 ","  9,207 ","  9,551 ","  11,373 ","  9,551 ","  9,207 ","  8,493 ","  11,373 ","  13,137 ","  8,493 ","  9,551 ","  15,743 ","  9,551 ","  22,413 ","  11,373 ","  22,001 ","  9,551 ","  9,551 ","  9,207 ","  11,373 ","  10,806 "
22,"  13,137 ","  9,551 ","  13,137 ","  17,068 ","  8,493 ","  9,551 ","  18,065 ","  8,493 ","  9,207 ","  9,551 ","  9,207 ","  9,551 ","  11,373 ","  9,551 ","  9,207 ","  8,493 ","  11,373 ","  13,137 ","  8,493 ","  9,551 ","  15,743 ","  9,551 ","  22,413 ","  11,373 ","  22,001 ","  9,551 ","  9,551 ","  9,207 ","  11,373 ","  10,806 "
22.5,"  13,734 ","  9,985 ","  13,734 ","  17,844 ","  8,879 ","  9,985 ","  18,886 ","  8,879 ","  9,625 ","  9,985 ","  9,625 ","  9,985 ","  11,890 ","  9,985 ","  9,625 ","  8,879 ","  11,890 ","  13,734 ","  8,879 ","  9,985 ","  16,459 ","  9,985 ","  23,432 ","  11,890 ","  23,001 ","  9,985 ","  9,985 ","  9,625 ","  11,890 ","  11,297 "
23,"  13,734 ","  9,985 ","  13,734 ","  17,844 ","  8,879 ","  9,985 ","  18,886 ","  8,879 ","  9,625 ","  9,985 ","  9,625 ","  9,985 ","  11,890 ","  9,985 ","  9,625 ","  8,879 ","  11,890 ","  13,734 ","  8,879 ","  9,985 ","  16,459 ","  9,985 ","  23,432 ","  11,890 ","  23,001 ","  9,985 ","  9,985 ","  9,625 ","  11,890 ","  11,297 "
23.5,"  14,331 ","  10,419 ","  14,331 ","  18,620 ","  9,265 ","  10,419 ","  19,707 ","  9,265 ","  10,044 ","  10,419 ","  10,044 ","  10,419 ","  12,407 ","  10,419 ","  10,044 ","  9,265 ","  12,407 ","  14,331 ","  9,265 ","  10,419 ","  17,175 ","  10,419 ","  24,451 ","  12,407 ","  24,001 ","  10,419 ","  10,419 ","  10,044 ","  12,407 ","  11,788 "
24,"  14,331 ","  10,419 ","  14,331 ","  18,620 ","  9,265 ","  10,419 ","  19,707 ","  9,265 ","  10,044 ","  10,419 ","  10,044 ","  10,419 ","  12,407 ","  10,419 ","  10,044 ","  9,265 ","  12,407 ","  14,331 ","  9,265 ","  10,419 ","  17,175 ","  10,419 ","  24,451 ","  12,407 ","  24,001 ","  10,419 ","  10,419 ","  10,044 ","  12,407 ","  11,788 "
24.5,"  14,928 ","  10,853 ","  14,928 ","  19,395 ","  9,651 ","  10,853 ","  20,528 ","  9,651 ","  10,462 ","  10,853 ","  10,462 ","  10,853 ","  12,924 ","  10,853 ","  10,462 ","  9,651 ","  12,924 ","  14,928 ","  9,651 ","  10,853 ","  17,890 ","  10,853 ","  25,470 ","  12,924 ","  25,001 ","  10,853 ","  10,853 ","  10,462 ","  12,924 ","  12,279 "
25,"  14,928 ","  10,853 ","  14,928 ","  19,395 ","  9,651 ","  10,853 ","  20,528 ","  9,651 ","  10,462 ","  10,853 ","  10,462 ","  10,853 ","  12,924 ","  10,853 ","  10,462 ","  9,651 ","  12,924 ","  14,928 ","  9,651 ","  10,853 ","  17,890 ","  10,853 ","  25,470 ","  12,924 ","  25,001 ","  10,853 ","  10,853 ","  10,462 ","  12,924 ","  12,279 "
25.5,"  15,525 ","  11,287 ","  15,525 ","  20,171 ","  10,037 ","  11,287 ","  21,349 ","  10,037 ","  10,881 ","  11,287 ","  10,881 ","  11,287 ","  13,441 ","  11,287 ","  10,881 ","  10,037 ","  13,441 ","  15,525 ","  10,037 ","  11,287 ","  18,606 ","  11,287 ","  26,488 ","  13,441 ","  26,001 ","  11,287 ","  11,287 ","  10,881 ","  13,441 ","  12,770 "
26,"  15,525 ","  11,287 ","  15,525 ","  20,171 ","  10,037 ","  11,287 ","  21,349 ","  10,037 ","  10,881 ","  11,287 ","  10,881 ","  11,287 ","  13,441 ","  11,287 ","  10,881 ","  10,037 ","  13,441 ","  15,525 ","  10,037 ","  11,287 ","  18,606 ","  11,287 ","  26,488 ","  13,441 ","  26,001 ","  11,287 ","  11,287 ","  10,881 ","  13,441 ","  12,770 "
26.5,"  16,123 ","  11,722 ","  16,123 ","  20,947 ","  10,423 ","  11,722 ","  22,171 ","  10,423 ","  11,299 ","  11,722 ","  11,299 ","  11,722 ","  13,958 ","  11,722 ","  11,299 ","  10,423 ","  13,958 ","  16,123 ","  10,423 ","  11,722 ","  19,321 ","  11,722 ","  27,507 ","  13,958 ","  27,001 ","  11,722 ","  11,722 ","  11,299 ","  13,958 ","  13,262 "
27,"  16,123 ","  11,722 ","  16,123 ","  20,947 ","  10,423 ","  11,722 ","  22,171 ","  10,423 ","  11,299 ","  11,722 ","  11,299 ","  11,722 ","  13,958 ","  11,722 ","  11,299 ","  10,423 ","  13,958 ","  16,123 ","  10,423 ","  11,722 ","  19,321 ","  11,722 ","  27,507 ","  13,958 ","  27,001 ","  11,722 ","  11,722 ","  11,299 ","  13,958 ","  13,262 "
27.5,"  16,720 ","  12,156 ","  16,720 ","  21,723 ","  10,810 ","  12,156 ","  22,992 ","  10,810 ","  11,718 ","  12,156 ","  11,718 ","  12,156 ","  14,475 ","  12,156 ","  11,718 ","  10,810 ","  14,475 ","  16,720 ","  10,810 ","  12,156 ","  20,037 ","  12,156 ","  28,526 ","  14,475 ","  28,001 ","  12,156 ","  12,156 ","  11,718 ","  14,475 ","  13,753 "
28,"  16,720 ","  12,156 ","  16,720 ","  21,723 ","  10,810 ","  12,156 ","  22,992 ","  10,810 ","  11,718 ","  12,156 ","  11,718 ","  12,156 ","  14,475 ","  12,156 ","  11,718 ","  10,810 ","  14,475 ","  16,720 ","  10,810 ","  12,156 ","  20,037 ","  12,156 ","  28,526 ","  14,475 ","  28,001 ","  12,156 ","  12,156 ","  11,718 ","  14,475 ","  13,753 "
28.5,"  17,317 ","  12,590 ","  17,317 ","  22,499 ","  11,196 ","  12,590 ","  23,813 ","  11,196 ","  12,136 ","  12,590 ","  12,136 ","  12,590 ","  14,992 ","  12,590 ","  12,136 ","  11,196 ","  14,992 ","  17,317 ","  11,196 ","  12,590 ","  20,753 ","  12,590 ","  29,545 ","  14,992 ","  29,001 ","  12,590 ","  12,590 ","  12,136 ","  14,992 ","  14,244 "
29,"  17,317 ","  12,590 ","  17,317 ","  22,499 ","  11,196 ","  12,590 ","  23,813 ","  11,196 ","  12,136 ","  12,590 ","  12,136 ","  12,590 ","  14,992 ","  12,590 ","  12,136 ","  11,196 ","  14,992 ","  17,317 ","  11,196 ","  12,590 ","  20,753 ","  12,590 ","  29,545 ","  14,992 ","  29,001 ","  12,590 ","  12,590 ","  12,136 ","  14,992 ","  14,244 "
29.5,"  17,914 ","  13,024 ","  17,914 ","  23,274 ","  11,582 ","  13,024 ","  24,592 ","  11,582 ","  12,555 ","  13,024 ","  12,555 ","  13,024 ","  15,508 ","  13,024 ","  12,555 ","  11,582 ","  15,508 ","  17,914 ","  11,582 ","  13,024 ","  21,318 ","  13,024 ","  30,218 ","  15,508 ","  29,987 ","  13,024 ","  13,024 ","  12,555 ","  15,508 ","  14,693 "
30,"  17,914 ","  13,024 ","  17,914 ","  23,274 ","  11,582 ","  13,024 ","  24,592 ","  11,582 ","  12,555 ","  13,024 ","  12,555 ","  13,024 ","  15,508 ","  13,024 ","  12,555 ","  11,582 ","  15,508 ","  17,914 ","  11,582 ","  13,024 ","  21,318 ","  13,024 ","  30,218 ","  15,508 ","  29,987 ","  13,024 ","  13,024 ","  12,555 ","  15,508 ","  14,693 "
