Weight,United States,United Kingdom,Canada,Australia,Germany,Austria,Bahrain,Belgium,Denmark,Finland,France,Greece,Hong Kong,Ireland,Italy,Luxembourg,Malaysia,Mexico,Netherlands,Norway,Oman,Portugal,Saudi Arabia,Singapore,South Africa,Spain,Sweden,Switzerland,Thailand,United Arab Emirates,
21.0,12540.0,9117.0,12540.0,16292.0,8107.0,9117.0,17244.0,8107.0,8788.0,9117.0,8788.0,9117.0,10856.0,9117.0,8788.0,8107.0,10856.0,12540.0,8107.0,9117.0,15028.0,9117.0,21394.0,10856.0,21001.0,9117.0,9117.0,8788.0,10856.0,10315.0,
21.5,13137.0,9551.0,13137.0,17068.0,8493.0,9551.0,18065.0,8493.0,9207.0,9551.0,9207.0,9551.0,11373.0,9551.0,9207.0,8493.0,11373.0,13137.0,8493.0,9551.0,15743.0,9551.0,22413.0,11373.0,22001.0,9551.0,9551.0,9207.0,11373.0,10806.0,
22.0,13137.0,9551.0,13137.0,17068.0,8493.0,9551.0,18065.0,8493.0,9207.0,9551.0,9207.0,9551.0,11373.0,9551.0,9207.0,8493.0,11373.0,13137.0,8493.0,9551.0,15743.0,9551.0,22413.0,11373.0,22001.0,9551.0,9551.0,9207.0,11373.0,10806.0,
22.5,13734.0,9985.0,13734.0,17844.0,8879.0,9985.0,18886.0,8879.0,9625.0,9985.0,9625.0,9985.0,11890.0,9985.0,9625.0,8879.0,11890.0,13734.0,8879.0,9985.0,16459.0,9985.0,23432.0,11890.0,23001.0,9985.0,9985.0,9625.0,11890.0,11297.0,
23.0,13734.0,9985.0,13734.0,17844.0,8879.0,9985.0,18886.0,8879.0,9625.0,9985.0,9625.0,9985.0,11890.0,9985.0,9625.0,8879.0,11890.0,13734.0,8879.0,9985.0,16459.0,9985.0,23432.0,11890.0,23001.0,9985.0,9985.0,9625.0,11890.0,11297.0,
23.5,14331.0,10419.0,14331.0,18620.0,9265.0,10419.0,19707.0,9265.0,10044.0,10419.0,10044.0,10419.0,12407.0,10419.0,10044.0,9265.0,12407.0,14331.0,9265.0,10419.0,17175.0,10419.0,24451.0,12407.0,24001.0,10419.0,10419.0,10044.0,12407.0,11788.0,
24.0,14331.0,10419.0,14331.0,18620.0,9265.0,10419.0,19707.0,9265.0,10044.0,10419.0,10044.0,10419.0,12407.0,10419.0,10044.0,9265.0,12407.0,14331.0,9265.0,10419.0,17175.0,10419.0,24451.0,12407.0,24001.0,10419.0,10419.0,10044.0,12407.0,11788.0,
24.5,14928.0,10853.0,14928.0,19395.0,9651.0,10853.0,20528.0,9651.0,10462.0,10853.0,10462.0,10853.0,12924.0,10853.0,10462.0,9651.0,12924.0,14928.0,9651.0,10853.0,17890.0,10853.0,25470.0,12924.0,25001.0,10853.0,10853.0,10462.0,12924.0,12279.0,
25.0,14928.0,10853.0,14928.0,19395.0,9651.0,10853.0,20528.0,9651.0,10462.0,10853.0,10462.0,10853.0,12924.0,10853.0,10462.0,9651.0,12924.0,14928.0,9651.0,10853.0,17890.0,10853.0,25470.0,12924.0,25001.0,10853.0,10853.0,10462.0,12924.0,12279.0,
25.5,15525.0,11287.0,15525.0,20171.0,10037.0,11287.0,21349.0,10037.0,10881.0,11287.0,10881.0,11287.0,13441.0,11287.0,10881.0,10037.0,13441.0,15525.0,10037.0,11287.0,18606.0,11287.0,26488.0,13441.0,26001.0,11287.0,11287.0,10881.0,13441.0,12770.0,
26.0,15525.0,11287.0,15525.0,20171.0,10037.0,11287.0,21349.0,10037.0,10881.0,11287.0,10881.0,11287.0,13441.0,11287.0,10881.0,10037.0,13441.0,15525.0,10037.0,11287.0,18606.0,11287.0,26488.0,13441.0,26001.0,11287.0,11287.0,10881.0,13441.0,12770.0,
26.5,16123.0,11722.0,16123.0,20947.0,10423.0,11722.0,22171.0,10423.0,11299.0,11722.0,11299.0,11722.0,13958.0,11722.0,11299.0,10423.0,13958.0,16123.0,10423.0,11722.0,19321.0,11722.0,27507.0,13958.0,27001.0,11722.0,11722.0,11299.0,13958.0,13262.0,
27.0,16123.0,11722.0,16123.0,20947.0,10423.0,11722.0,22171.0,10423.0,11299.0,11722.0,11299.0,11722.0,13958.0,11722.0,11299.0,10423.0,13958.0,16123.0,10423.0,11722.0,19321.0,11722.0,27507.0,13958.0,27001.0,11722.0,11722.0,11299.0,13958.0,13262.0,
27.5,16720.0,12156.0,16720.0,21723.0,10810.0,12156.0,22992.0,10810.0,11718.0,12156.0,11718.0,12156.0,14475.0,12156.0,11718.0,10810.0,14475.0,16720.0,10810.0,12156.0,20037.0,12156.0,28526.0,14475.0,28001.0,12156.0,12156.0,11718.0,14475.0,13753.0,
28.0,16720.0,12156.0,16720.0,21723.0,10810.0,12156.0,22992.0,10810.0,11718.0,12156.0,11718.0,12156.0,14475.0,12156.0,11718.0,10810.0,14475.0,16720.0,10810.0,12156.0,20037.0,12156.0,28526.0,14475.0,28001.0,12156.0,12156.0,11718.0,14475.0,13753.0,
28.5,17317.0,12590.0,17317.0,22499.0,11196.0,12590.0,23813.0,11196.0,12136.0,12590.0,12136.0,12590.0,14992.0,12590.0,12136.0,11196.0,14992.0,17317.0,11196.0,12590.0,20753.0,12590.0,29545.0,14992.0,29001.0,12590.0,12590.0,12136.0,14992.0,14244.0,
29.0,17317.0,12590.0,17317.0,22499.0,11196.0,12590.0,23813.0,11196.0,12136.0,12590.0,12136.0,12590.0,14992.0,12590.0,12136.0,11196.0,14992.0,17317.0,11196.0,12590.0,20753.0,12590.0,29545.0,14992.0,29001.0,12590.0,12590.0,12136.0,14992.0,14244.0,
29.5,17914.0,13024.0,17914.0,23274.0,11582.0,13024.0,24592.0,11582.0,12555.0,13024.0,12555.0,13024.0,15508.0,13024.0,12555.0,11582.0,15508.0,17914.0,11582.0,13024.0,21318.0,13024.0,30218.0,15508.0,29987.0,13024.0,13024.0,12555.0,15508.0,14693.0,
30.0,17914.0,13024.0,17914.0,23274.0,11582.0,13024.0,24592.0,11582.0,12555.0,13024.0,12555.0,13024.0,15508.0,13024.0,12555.0,11582.0,15508.0,17914.0,11582.0,13024.0,21318.0,13024.0,30218.0,15508.0,29987.0,13024.0,13024.0,12555.0,15508.0,14693.0,
